DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.009375	0	9	1	1	6	1	1	0	12761	28	0	37.7152	0	0
UL	0.00948214	0	9	1	7	6	1	1	0	12761	28	0	37.7912 	0	0
DL	0.009625	0	9	2	1	6	1	1	0	12761	28	0	37.6724	0	0
UL	0.00973214	0	9	2	7	6	1	1	0	12761	28	0	37.6864 	0	0
DL	0.009875	0	9	3	1	6	1	1	0	12761	28	0	37.6463	0	0
UL	0.00998214	0	9	3	7	6	1	1	0	12761	28	0	37.6681 	0	0
DL	0.010125	1	0	0	1	6	1	1	0	12761	28	0	37.3473	0	0
UL	0.0102321	1	0	0	7	6	1	1	0	12761	28	0	37.436 	0	0
DL	0.010375	1	0	1	1	6	1	1	0	12761	28	0	37.4978	0	0
UL	0.0104821	1	0	1	7	6	1	1	0	12761	28	0	37.531 	0	0
DL	0.010625	1	0	2	1	6	1	1	0	12761	28	0	37.487	0	0
UL	0.0107321	1	0	2	7	6	1	1	0	12761	28	0	37.5515 	0	0
DL	0.010875	1	0	3	1	6	1	1	0	12761	28	0	37.5067	0	0
UL	0.0109821	1	0	3	7	6	1	1	0	12761	28	0	37.4494 	0	0
DL	0.011125	1	1	0	1	6	1	1	0	12761	28	0	37.3883	0	0
UL	0.0112321	1	1	0	7	6	1	1	0	12761	28	0	37.3113 	0	0
DL	0.011375	1	1	1	1	6	1	1	0	12761	28	0	37.3385	0	0
UL	0.0114821	1	1	1	7	6	1	1	0	12761	28	0	37.3648 	0	0
DL	0.011625	1	1	2	1	6	1	1	0	12761	28	0	37.5386	0	0
UL	0.0117321	1	1	2	7	6	1	1	0	12761	28	0	37.605 	0	0
DL	0.011875	1	1	3	1	6	1	1	0	12761	28	0	37.7165	0	0
UL	0.0119821	1	1	3	7	6	1	1	0	12761	28	0	37.6606 	0	0
DL	0.012125	1	2	0	1	6	1	1	0	12761	28	0	37.9055	0	0
UL	0.0122321	1	2	0	7	6	1	1	0	12761	28	0	37.9419 	0	0
DL	0.012375	1	2	1	1	6	1	1	0	12761	28	0	38.1482	0	0
UL	0.0124821	1	2	1	7	6	1	1	0	12761	28	0	38.0417 	0	0
DL	0.012625	1	2	2	1	6	1	1	0	12761	28	0	38.0509	0	0
UL	0.0127321	1	2	2	7	6	1	1	0	12761	28	0	38.1674 	0	0
DL	0.012875	1	2	3	1	6	1	1	0	12761	28	0	38.2618	0	0
UL	0.0129821	1	2	3	7	6	1	1	0	12761	28	0	38.1945 	0	0
DL	0.013125	1	3	0	1	6	1	1	0	12761	28	0	38.0958	0	0
UL	0.0132321	1	3	0	7	6	1	1	0	12761	28	0	38.0211 	0	0
DL	0.013375	1	3	1	1	6	1	1	0	12761	28	0	38.1515	0	0
UL	0.0134821	1	3	1	7	6	1	1	0	12761	28	0	38.0294 	0	0
DL	0.013625	1	3	2	1	6	1	1	0	12761	28	0	37.989	0	0
UL	0.0137321	1	3	2	7	6	1	1	0	12761	28	0	37.9426 	0	0
DL	0.013875	1	3	3	1	6	1	1	0	12761	28	0	37.9393	0	0
UL	0.0139821	1	3	3	7	6	1	1	0	12761	28	0	37.8024 	0	0
DL	0.014125	1	4	0	1	6	1	1	0	12761	28	0	37.7792	0	0
UL	0.0142321	1	4	0	7	6	1	1	0	12761	28	0	37.8002 	0	0
DL	0.014375	1	4	1	1	6	1	1	0	12761	28	0	37.8031	0	0
UL	0.0144821	1	4	1	7	6	1	1	0	12761	28	0	37.7655 	0	0
DL	0.014625	1	4	2	1	6	1	1	0	12761	28	0	37.8131	0	0
UL	0.0147321	1	4	2	7	6	1	1	0	12761	28	0	37.83 	0	0
DL	0.014875	1	4	3	1	6	1	1	0	12761	28	0	37.9355	0	0
UL	0.0149821	1	4	3	7	6	1	1	0	12761	28	0	37.7888 	0	0
DL	0.015125	1	5	0	1	6	1	1	0	12761	28	0	37.6869	0	0
UL	0.0152321	1	5	0	7	6	1	1	0	12761	28	0	37.776 	0	0
DL	0.015375	1	5	1	1	6	1	1	0	12761	28	0	37.7854	0	0
UL	0.0154821	1	5	1	7	6	1	1	0	12761	28	0	37.6921 	0	0
DL	0.015625	1	5	2	1	6	1	1	0	12761	28	0	37.7431	0	0
UL	0.0157321	1	5	2	7	6	1	1	0	12761	28	0	37.6469 	0	0
DL	0.015875	1	5	3	1	6	1	1	0	12761	28	0	37.602	0	0
UL	0.0159821	1	5	3	7	6	1	1	0	12761	28	0	37.6469 	0	0
DL	0.016125	1	6	0	1	6	1	1	0	12761	28	0	37.7557	0	0
UL	0.0162321	1	6	0	7	6	1	1	0	12761	28	0	37.7869 	0	0
DL	0.016375	1	6	1	1	6	1	1	0	12761	28	0	37.8469	0	0
UL	0.0164821	1	6	1	7	6	1	1	0	12761	28	0	37.7123 	0	0
DL	0.016625	1	6	2	1	6	1	1	0	12761	28	0	37.6531	0	0
UL	0.0167321	1	6	2	7	6	1	1	0	12761	28	0	37.8244 	0	0
DL	0.016875	1	6	3	1	6	1	1	0	12761	28	0	37.863	0	0
UL	0.0169821	1	6	3	7	6	1	1	0	12761	28	0	37.7692 	0	0
DL	0.017125	1	7	0	1	6	1	1	0	12761	28	0	37.6819	0	0
UL	0.0172321	1	7	0	7	6	1	1	0	12761	28	0	37.7169 	0	0
DL	0.017375	1	7	1	1	6	1	1	0	12761	28	0	37.3349	0	0
UL	0.0174821	1	7	1	7	6	1	1	0	12761	28	0	37.4771 	0	0
DL	0.017625	1	7	2	1	6	1	1	0	12761	28	0	37.3625	0	0
UL	0.0177321	1	7	2	7	6	1	1	0	12761	28	0	37.4184 	0	0
DL	0.017875	1	7	3	1	6	1	1	0	12761	28	0	37.3834	0	0
UL	0.0179821	1	7	3	7	6	1	1	0	12761	28	0	37.3093 	0	0
DL	0.018125	1	8	0	1	6	1	1	0	12761	28	0	37.2616	0	0
UL	0.0182321	1	8	0	7	6	1	1	0	12761	28	0	37.2924 	0	0
DL	0.018375	1	8	1	1	6	1	1	0	12761	28	0	37.2778	0	0
UL	0.0184821	1	8	1	7	6	1	1	0	12761	28	0	37.2183 	0	0
DL	0.018625	1	8	2	1	6	1	1	0	12761	28	0	37.2458	0	0
UL	0.0187321	1	8	2	7	6	1	1	0	12761	28	0	37.3516 	0	0
DL	0.018875	1	8	3	1	6	1	1	0	12761	28	0	37.3237	0	0
UL	0.0189821	1	8	3	7	6	1	1	0	12761	28	0	37.4397 	0	0
DL	0.019125	1	9	0	1	6	1	1	0	12761	28	0	37.4274	0	0
UL	0.0192321	1	9	0	7	6	1	1	0	12761	28	0	37.4969 	0	0
DL	0.019375	1	9	1	1	6	1	1	0	12761	28	0	37.4479	0	0
UL	0.0194821	1	9	1	7	6	1	1	0	12761	28	0	37.5211 	0	0
DL	0.019625	1	9	2	1	6	1	1	0	12761	28	0	37.4357	0	0
UL	0.0197321	1	9	2	7	6	1	1	0	12761	28	0	37.4901 	0	0
DL	0.019875	1	9	3	1	6	1	1	0	12761	28	0	37.5574	0	0
UL	0.0199821	1	9	3	7	6	1	1	0	12761	28	0	37.4446 	0	0
DL	0.020125	2	0	0	1	6	1	1	0	12761	28	0	37.5171	0	0
UL	0.0202321	2	0	0	7	6	1	1	0	12761	28	0	37.4942 	0	0
DL	0.020375	2	0	1	1	6	1	1	0	12761	28	0	37.4802	0	0
UL	0.0204821	2	0	1	7	6	1	1	0	12761	28	0	37.4425 	0	0
DL	0.020625	2	0	2	1	6	1	1	0	12761	28	0	37.5231	0	0
UL	0.0207321	2	0	2	7	6	1	1	0	12761	28	0	37.634 	0	0
DL	0.020875	2	0	3	1	6	1	1	0	12761	28	0	37.4905	0	0
UL	0.0209821	2	0	3	7	6	1	1	0	12761	28	0	37.4939 	0	0
DL	0.021125	2	1	0	1	6	1	1	0	12761	28	0	37.4236	0	0
UL	0.0212321	2	1	0	7	6	1	1	0	12761	28	0	37.4236 	0	0
DL	0.021375	2	1	1	1	6	1	1	0	12761	28	0	37.3321	0	0
UL	0.0214821	2	1	1	7	6	1	1	0	12761	28	0	37.4684 	0	0
DL	0.021625	2	1	2	1	6	1	1	0	12761	28	0	37.7231	0	0
UL	0.0217321	2	1	2	7	6	1	1	0	12761	28	0	37.5686 	0	0
DL	0.021875	2	1	3	1	6	1	1	0	12761	28	0	37.5292	0	0
UL	0.0219821	2	1	3	7	6	1	1	0	12761	28	0	37.4847 	0	0
DL	0.022125	2	2	0	1	6	1	1	0	12761	28	0	37.6025	0	0
UL	0.0222321	2	2	0	7	6	1	1	0	12761	28	0	37.67 	0	0
DL	0.022375	2	2	1	1	6	1	1	0	12761	28	0	37.7721	0	0
UL	0.0224821	2	2	1	7	6	1	1	0	12761	28	0	37.694 	0	0
DL	0.022625	2	2	2	1	6	1	1	0	12761	28	0	37.7098	0	0
UL	0.0227321	2	2	2	7	6	1	1	0	12761	28	0	37.7769 	0	0
DL	0.022875	2	2	3	1	6	1	1	0	12761	28	0	37.8273	0	0
UL	0.0229821	2	2	3	7	6	1	1	0	12761	28	0	37.8838 	0	0
DL	0.023125	2	3	0	1	6	1	1	0	12761	28	0	37.8295	0	0
UL	0.0232321	2	3	0	7	6	1	1	0	12761	28	0	37.7403 	0	0
DL	0.023375	2	3	1	1	6	1	1	0	12761	28	0	37.9189	0	0
UL	0.0234821	2	3	1	7	6	1	1	0	12761	28	0	37.9887 	0	0
DL	0.023625	2	3	2	1	6	1	1	0	12761	28	0	37.7182	0	0
UL	0.0237321	2	3	2	7	6	1	1	0	12761	28	0	37.767 	0	0
DL	0.023875	2	3	3	1	6	1	1	0	12761	28	0	37.7052	0	0
UL	0.0239821	2	3	3	7	6	1	1	0	12761	28	0	37.7455 	0	0
DL	0.024125	2	4	0	1	6	1	1	0	12761	28	0	37.8453	0	0
UL	0.0242321	2	4	0	7	6	1	1	0	12761	28	0	37.7545 	0	0
DL	0.024375	2	4	1	1	6	1	1	0	12761	28	0	37.7105	0	0
UL	0.0244821	2	4	1	7	6	1	1	0	12761	28	0	37.8089 	0	0
DL	0.024625	2	4	2	1	6	1	1	0	12761	28	0	37.8789	0	0
UL	0.0247321	2	4	2	7	6	1	1	0	12761	28	0	37.8632 	0	0
DL	0.024875	2	4	3	1	6	1	1	0	12761	28	0	37.9329	0	0
UL	0.0249821	2	4	3	7	6	1	1	0	12761	28	0	38.0401 	0	0
DL	0.025125	2	5	0	1	6	1	1	0	12761	28	0	38.1126	0	0
UL	0.0252321	2	5	0	7	6	1	1	0	12761	28	0	38.0306 	0	0
DL	0.025375	2	5	1	1	6	1	1	0	12761	28	0	38.0412	0	0
UL	0.0254821	2	5	1	7	6	1	1	0	12761	28	0	38.0322 	0	0
DL	0.025625	2	5	2	1	6	1	1	0	12761	28	0	37.9996	0	0
UL	0.0257321	2	5	2	7	6	1	1	0	12761	28	0	37.8331 	0	0
DL	0.025875	2	5	3	1	6	1	1	0	12761	28	0	37.8857	0	0
UL	0.0259821	2	5	3	7	6	1	1	0	12761	28	0	37.7609 	0	0
DL	0.026125	2	6	0	1	6	1	1	0	12761	28	0	37.7814	0	0
UL	0.0262321	2	6	0	7	6	1	1	0	12761	28	0	37.8002 	0	0
DL	0.026375	2	6	1	1	6	1	1	0	12761	28	0	37.8755	0	0
UL	0.0264821	2	6	1	7	6	1	1	0	12761	28	0	37.8 	0	0
DL	0.026625	2	6	2	1	6	1	1	0	12761	28	0	37.7577	0	0
UL	0.0267321	2	6	2	7	6	1	1	0	12761	28	0	37.7974 	0	0
DL	0.026875	2	6	3	1	6	1	1	0	12761	28	0	37.6843	0	0
UL	0.0269821	2	6	3	7	6	1	1	0	12761	28	0	37.8374 	0	0
DL	0.027125	2	7	0	1	6	1	1	0	12761	28	0	37.9907	0	0
UL	0.0272321	2	7	0	7	6	1	1	0	12761	28	0	37.9768 	0	0
DL	0.027375	2	7	1	1	6	1	1	0	12761	28	0	38.0119	0	0
UL	0.0274821	2	7	1	7	6	1	1	0	12761	28	0	37.9213 	0	0
DL	0.027625	2	7	2	1	6	1	1	0	12761	28	0	37.814	0	0
UL	0.0277321	2	7	2	7	6	1	1	0	12761	28	0	37.8467 	0	0
DL	0.027875	2	7	3	1	6	1	1	0	12761	28	0	37.939	0	0
UL	0.0279821	2	7	3	7	6	1	1	0	12761	28	0	37.8114 	0	0
DL	0.028125	2	8	0	1	6	1	1	0	12761	28	0	37.8218	0	0
UL	0.0282321	2	8	0	7	6	1	1	0	12761	28	0	37.8933 	0	0
DL	0.028375	2	8	1	1	6	1	1	0	12761	28	0	37.8278	0	0
UL	0.0284821	2	8	1	7	6	1	1	0	12761	28	0	37.9456 	0	0
DL	0.028625	2	8	2	1	6	1	1	0	12761	28	0	37.9359	0	0
UL	0.0287321	2	8	2	7	6	1	1	0	12761	28	0	38.1205 	0	0
DL	0.028875	2	8	3	1	6	1	1	0	12761	28	0	38.1433	0	0
UL	0.0289821	2	8	3	7	6	1	1	0	12761	28	0	38.1514 	0	0
DL	0.029125	2	9	0	1	6	1	1	0	12761	28	0	38.2402	0	0
UL	0.0292321	2	9	0	7	6	1	1	0	12761	28	0	38.1367 	0	0
DL	0.029375	2	9	1	1	6	1	1	0	12761	28	0	38.3087	0	0
UL	0.0294821	2	9	1	7	6	1	1	0	12761	28	0	38.2153 	0	0
DL	0.029625	2	9	2	1	6	1	1	0	12761	28	0	38.1639	0	0
UL	0.0297321	2	9	2	7	6	1	1	0	12761	28	0	38.0552 	0	0
DL	0.029875	2	9	3	1	6	1	1	0	12761	28	0	38.1657	0	0
UL	0.0299821	2	9	3	7	6	1	1	0	12761	28	0	38.1499 	0	0
DL	0.030125	3	0	0	1	6	1	1	0	12761	28	0	38.1468	0	0
UL	0.0302321	3	0	0	7	6	1	1	0	12761	28	0	38.18 	0	0
DL	0.030375	3	0	1	1	6	1	1	0	12761	28	0	38.306	0	0
UL	0.0304821	3	0	1	7	6	1	1	0	12761	28	0	38.321 	0	0
DL	0.030625	3	0	2	1	6	1	1	0	12761	28	0	38.2514	0	0
UL	0.0307321	3	0	2	7	6	1	1	0	12761	28	0	38.2977 	0	0
DL	0.030875	3	0	3	1	6	1	1	0	12761	28	0	38.3715	0	0
UL	0.0309821	3	0	3	7	6	1	1	0	12761	28	0	38.4752 	0	0
DL	0.031125	3	1	0	1	6	1	1	0	12761	28	0	38.3657	0	0
UL	0.0312321	3	1	0	7	6	1	1	0	12761	28	0	38.3857 	0	0
DL	0.031375	3	1	1	1	6	1	1	0	12761	28	0	38.2742	0	0
UL	0.0314821	3	1	1	7	6	1	1	0	12761	28	0	38.2964 	0	0
DL	0.031625	3	1	2	1	6	1	1	0	12761	28	0	38.257	0	0
UL	0.0317321	3	1	2	7	6	1	1	0	12761	28	0	38.2519 	0	0
DL	0.031875	3	1	3	1	6	1	1	0	12761	28	0	38.269	0	0
UL	0.0319821	3	1	3	7	6	1	1	0	12761	28	0	38.256 	0	0
DL	0.032125	3	2	0	1	6	1	1	0	12761	28	0	38.0579	0	0
UL	0.0322321	3	2	0	7	6	1	1	0	12761	28	0	38.1589 	0	0
DL	0.032375	3	2	1	1	6	1	1	0	12761	28	0	38.0803	0	0
UL	0.0324821	3	2	1	7	6	1	1	0	12761	28	0	38.1355 	0	0
DL	0.032625	3	2	2	1	6	1	1	0	12761	28	0	38.2578	0	0
UL	0.0327321	3	2	2	7	6	1	1	0	12761	28	0	38.2436 	0	0
DL	0.032875	3	2	3	1	6	1	1	0	12761	28	0	38.0515	0	0
UL	0.0329821	3	2	3	7	6	1	1	0	12761	28	0	38.0852 	0	0
DL	0.033125	3	3	0	1	6	1	1	0	12761	28	0	38.1689	0	0
UL	0.0332321	3	3	0	7	6	1	1	0	12761	28	0	38.1043 	0	0
DL	0.033375	3	3	1	1	6	1	1	0	12761	28	0	37.9355	0	0
UL	0.0334821	3	3	1	7	6	1	1	0	12761	28	0	37.9572 	0	0
DL	0.033625	3	3	2	1	6	1	1	0	12761	28	0	37.9109	0	0
UL	0.0337321	3	3	2	7	6	1	1	0	12761	28	0	37.8818 	0	0
DL	0.033875	3	3	3	1	6	1	1	0	12761	28	0	37.8867	0	0
UL	0.0339821	3	3	3	7	6	1	1	0	12761	28	0	37.8159 	0	0
DL	0.034125	3	4	0	1	6	1	1	0	12761	28	0	37.7419	0	0
UL	0.0342321	3	4	0	7	6	1	1	0	12761	28	0	37.5938 	0	0
DL	0.034375	3	4	1	1	6	1	1	0	12761	28	0	37.7339	0	0
UL	0.0344821	3	4	1	7	6	1	1	0	12761	28	0	37.7169 	0	0
DL	0.034625	3	4	2	1	6	1	1	0	12761	28	0	37.6566	0	0
UL	0.0347321	3	4	2	7	6	1	1	0	12761	28	0	37.6473 	0	0
DL	0.034875	3	4	3	1	6	1	1	0	12761	28	0	37.7984	0	0
UL	0.0349821	3	4	3	7	6	1	1	0	12761	28	0	37.696 	0	0
DL	0.035125	3	5	0	1	6	1	1	0	12761	28	0	37.7573	0	0
UL	0.0352321	3	5	0	7	6	1	1	0	12761	28	0	37.6661 	0	0
DL	0.035375	3	5	1	1	6	1	1	0	12761	28	0	37.7061	0	0
UL	0.0354821	3	5	1	7	6	1	1	0	12761	28	0	37.6084 	0	0
DL	0.035625	3	5	2	1	6	1	1	0	12761	28	0	37.7318	0	0
UL	0.0357321	3	5	2	7	6	1	1	0	12761	28	0	37.6423 	0	0
DL	0.035875	3	5	3	1	6	1	1	0	12761	28	0	37.7258	0	0
UL	0.0359821	3	5	3	7	6	1	1	0	12761	28	0	37.8065 	0	0
DL	0.036125	3	6	0	1	6	1	1	0	12761	28	0	37.8687	0	0
UL	0.0362321	3	6	0	7	6	1	1	0	12761	28	0	37.8551 	0	0
DL	0.036375	3	6	1	1	6	1	1	0	12761	28	0	37.9134	0	0
UL	0.0364821	3	6	1	7	6	1	1	0	12761	28	0	37.9639 	0	0
DL	0.036625	3	6	2	1	6	1	1	0	12761	28	0	37.9323	0	0
UL	0.0367321	3	6	2	7	6	1	1	0	12761	28	0	38.1043 	0	0
DL	0.036875	3	6	3	1	6	1	1	0	12761	28	0	37.8088	0	0
UL	0.0369821	3	6	3	7	6	1	1	0	12761	28	0	37.9557 	0	0
DL	0.037125	3	7	0	1	6	1	1	0	12761	28	0	38.0994	0	0
UL	0.0372321	3	7	0	7	6	1	1	0	12761	28	0	38.2285 	0	0
DL	0.037375	3	7	1	1	6	1	1	0	12761	28	0	38.0361	0	0
UL	0.0374821	3	7	1	7	6	1	1	0	12761	28	0	38.1929 	0	0
DL	0.037625	3	7	2	1	6	1	1	0	12761	28	0	37.9986	0	0
UL	0.0377321	3	7	2	7	6	1	1	0	12761	28	0	38.1105 	0	0
DL	0.037875	3	7	3	1	6	1	1	0	12761	28	0	37.9923	0	0
UL	0.0379821	3	7	3	7	6	1	1	0	12761	28	0	38.2019 	0	0
DL	0.038125	3	8	0	1	6	1	1	0	12761	28	0	38.2605	0	0
UL	0.0382321	3	8	0	7	6	1	1	0	12761	28	0	38.349 	0	0
DL	0.038375	3	8	1	1	6	1	1	0	12761	28	0	38.3588	0	0
UL	0.0384821	3	8	1	7	6	1	1	0	12761	28	0	38.4008 	0	0
DL	0.038625	3	8	2	1	6	1	1	0	12761	28	0	38.2181	0	0
UL	0.0387321	3	8	2	7	6	1	1	0	12761	28	0	38.1122 	0	0
DL	0.038875	3	8	3	1	6	1	1	0	12761	28	0	38.1196	0	0
UL	0.0389821	3	8	3	7	6	1	1	0	12761	28	0	38.2141 	0	0
DL	0.039125	3	9	0	1	6	1	1	0	12761	28	0	38.1769	0	0
UL	0.0392321	3	9	0	7	6	1	1	0	12761	28	0	38.2205 	0	0
DL	0.039375	3	9	1	1	6	1	1	0	12761	28	0	38.0732	0	0
UL	0.0394821	3	9	1	7	6	1	1	0	12761	28	0	38.1724 	0	0
DL	0.039625	3	9	2	1	6	1	1	0	12761	28	0	38.1561	0	0
UL	0.0397321	3	9	2	7	6	1	1	0	12761	28	0	38.1772 	0	0
DL	0.039875	3	9	3	1	6	1	1	0	12761	28	0	38.2479	0	0
UL	0.0399821	3	9	3	7	6	1	1	0	12761	28	0	38.2286 	0	0
DL	0.040125	4	0	0	1	6	1	1	0	12761	28	0	38.1322	0	0
UL	0.0402321	4	0	0	7	6	1	1	0	12761	28	0	38.1422 	0	0
DL	0.040375	4	0	1	1	6	1	1	0	12761	28	0	38.0992	0	0
UL	0.0404821	4	0	1	7	6	1	1	0	12761	28	0	38.0013 	0	0
DL	0.040625	4	0	2	1	6	1	1	0	12761	28	0	38.1086	0	0
UL	0.0407321	4	0	2	7	6	1	1	0	12761	28	0	37.9989 	0	0
DL	0.040875	4	0	3	1	6	1	1	0	12761	28	0	37.8853	0	0
UL	0.0409821	4	0	3	7	6	1	1	0	12761	28	0	37.9372 	0	0
DL	0.041125	4	1	0	1	6	1	1	0	12761	28	0	37.8113	0	0
UL	0.0412321	4	1	0	7	6	1	1	0	12761	28	0	37.6605 	0	0
DL	0.041375	4	1	1	1	6	1	1	0	12761	28	0	37.7621	0	0
UL	0.0414821	4	1	1	7	6	1	1	0	12761	28	0	37.6524 	0	0
DL	0.041625	4	1	2	1	6	1	1	0	12761	28	0	37.5266	0	0
UL	0.0417321	4	1	2	7	6	1	1	0	12761	28	0	37.5782 	0	0
DL	0.041875	4	1	3	1	6	1	1	0	12761	28	0	37.5381	0	0
UL	0.0419821	4	1	3	7	6	1	1	0	12761	28	0	37.6526 	0	0
DL	0.042125	4	2	0	1	6	1	1	0	12761	28	0	37.8146	0	0
UL	0.0422321	4	2	0	7	6	1	1	0	12761	28	0	37.68 	0	0
DL	0.042375	4	2	1	1	6	1	1	0	12761	28	0	37.8631	0	0
UL	0.0424821	4	2	1	7	6	1	1	0	12761	28	0	37.9477 	0	0
DL	0.042625	4	2	2	1	6	1	1	0	12761	28	0	38.0556	0	0
UL	0.0427321	4	2	2	7	6	1	1	0	12761	28	0	37.9498 	0	0
DL	0.042875	4	2	3	1	6	1	1	0	12761	28	0	37.9269	0	0
UL	0.0429821	4	2	3	7	6	1	1	0	12761	28	0	37.9575 	0	0
DL	0.043125	4	3	0	1	6	1	1	0	12761	28	0	37.8145	0	0
UL	0.0432321	4	3	0	7	6	1	1	0	12761	28	0	37.7914 	0	0
DL	0.043375	4	3	1	1	6	1	1	0	12761	28	0	37.7961	0	0
UL	0.0434821	4	3	1	7	6	1	1	0	12761	28	0	37.9838 	0	0
DL	0.043625	4	3	2	1	6	1	1	0	12761	28	0	38.0807	0	0
UL	0.0437321	4	3	2	7	6	1	1	0	12761	28	0	38.0898 	0	0
DL	0.043875	4	3	3	1	6	1	1	0	12761	28	0	37.9283	0	0
UL	0.0439821	4	3	3	7	6	1	1	0	12761	28	0	37.9508 	0	0
DL	0.044125	4	4	0	1	6	1	1	0	12761	28	0	38.007	0	0
UL	0.0442321	4	4	0	7	6	1	1	0	12761	28	0	37.7486 	0	0
DL	0.044375	4	4	1	1	6	1	1	0	12761	28	0	37.8424	0	0
UL	0.0444821	4	4	1	7	6	1	1	0	12761	28	0	37.8111 	0	0
DL	0.044625	4	4	2	1	6	1	1	0	12761	28	0	37.7689	0	0
UL	0.0447321	4	4	2	7	6	1	1	0	12761	28	0	37.8374 	0	0
DL	0.044875	4	4	3	1	6	1	1	0	12761	28	0	37.7389	0	0
UL	0.0449821	4	4	3	7	6	1	1	0	12761	28	0	37.8483 	0	0
DL	0.045125	4	5	0	1	6	1	1	0	12761	28	0	37.7306	0	0
UL	0.0452321	4	5	0	7	6	1	1	0	12761	28	0	37.6698 	0	0
DL	0.045375	4	5	1	1	6	1	1	0	12761	28	0	37.755	0	0
UL	0.0454821	4	5	1	7	6	1	1	0	12761	28	0	37.9177 	0	0
DL	0.045625	4	5	2	1	6	1	1	0	12761	28	0	37.8612	0	0
UL	0.0457321	4	5	2	7	6	1	1	0	12761	28	0	37.7885 	0	0
DL	0.045875	4	5	3	1	6	1	1	0	12761	28	0	37.6804	0	0
UL	0.0459821	4	5	3	7	6	1	1	0	12761	28	0	37.5845 	0	0
DL	0.046125	4	6	0	1	6	1	1	0	12761	28	0	37.5354	0	0
UL	0.0462321	4	6	0	7	6	1	1	0	12761	28	0	37.5554 	0	0
DL	0.046375	4	6	1	1	6	1	1	0	12761	28	0	37.6403	0	0
UL	0.0464821	4	6	1	7	6	1	1	0	12761	28	0	37.5027 	0	0
DL	0.046625	4	6	2	1	6	1	1	0	12761	28	0	37.5213	0	0
UL	0.0467321	4	6	2	7	6	1	1	0	12761	28	0	37.564 	0	0
DL	0.046875	4	6	3	1	6	1	1	0	12761	28	0	37.4975	0	0
UL	0.0469821	4	6	3	7	6	1	1	0	12761	28	0	37.3257 	0	0
DL	0.047125	4	7	0	1	6	1	1	0	12761	28	0	37.2772	0	0
UL	0.0472321	4	7	0	7	6	1	1	0	12761	28	0	37.2551 	0	0
DL	0.047375	4	7	1	1	6	1	1	0	12761	28	0	37.2491	0	0
UL	0.0474821	4	7	1	7	6	1	1	0	12761	28	0	37.1868 	0	0
DL	0.047625	4	7	2	1	6	1	1	0	12761	28	0	37.0196	0	0
UL	0.0477321	4	7	2	7	6	1	1	0	12761	28	0	36.9027 	0	0
DL	0.047875	4	7	3	1	6	1	1	0	12761	28	0	37.017	0	0
UL	0.0479821	4	7	3	7	6	1	1	0	12761	28	0	36.9846 	0	0
DL	0.048125	4	8	0	1	6	1	1	0	12761	28	0	37.0974	0	0
UL	0.0482321	4	8	0	7	6	1	1	0	12761	28	0	37.1154 	0	0
DL	0.048375	4	8	1	1	6	1	1	0	12761	28	0	37.2052	0	0
UL	0.0484821	4	8	1	7	6	1	1	0	12761	28	0	37.1597 	0	0
DL	0.048625	4	8	2	1	6	1	1	0	12761	28	0	37.0282	0	0
UL	0.0487321	4	8	2	7	6	1	1	0	12761	28	0	36.9389 	0	0
DL	0.048875	4	8	3	1	6	1	1	0	12761	28	0	37.0007	0	0
UL	0.0489821	4	8	3	7	6	1	1	0	12761	28	0	37.0824 	0	0
DL	0.049125	4	9	0	1	6	1	1	0	12761	28	0	37.1429	0	0
UL	0.0492321	4	9	0	7	6	1	1	0	12761	28	0	37.2896 	0	0
DL	0.049375	4	9	1	1	6	1	1	0	12761	28	0	37.2596	0	0
UL	0.0494821	4	9	1	7	6	1	1	0	12761	28	0	37.1782 	0	0
DL	0.049625	4	9	2	1	6	1	1	0	12761	28	0	37.2512	0	0
UL	0.0497321	4	9	2	7	6	1	1	0	12761	28	0	37.1666 	0	0
DL	0.049875	4	9	3	1	6	1	1	0	12761	28	0	37.3611	0	0
UL	0.0499821	4	9	3	7	6	1	1	0	12761	28	0	37.3447 	0	0
DL	0.050125	5	0	0	1	6	1	1	0	12761	28	0	37.3037	0	0
UL	0.0502321	5	0	0	7	6	1	1	0	12761	28	0	37.2336 	0	0
DL	0.050375	5	0	1	1	6	1	1	0	12761	28	0	37.2377	0	0
UL	0.0504821	5	0	1	7	6	1	1	0	12761	28	0	37.1465 	0	0
DL	0.050625	5	0	2	1	6	1	1	0	12761	28	0	36.9992	0	0
UL	0.0507321	5	0	2	7	6	1	1	0	12761	28	0	37.0697 	0	0
DL	0.050875	5	0	3	1	6	1	1	0	12761	28	0	37.0851	0	0
UL	0.0509821	5	0	3	7	6	1	1	0	12761	28	0	37.0323 	0	0
DL	0.051125	5	1	0	1	6	1	1	0	12761	28	0	37.1496	0	0
UL	0.0512321	5	1	0	7	6	1	1	0	12761	28	0	37.0701 	0	0
DL	0.051375	5	1	1	1	6	1	1	0	12761	28	0	37.1174	0	0
UL	0.0514821	5	1	1	7	6	1	1	0	12761	28	0	37.0505 	0	0
DL	0.051625	5	1	2	1	6	1	1	0	12761	28	0	37.1581	0	0
UL	0.0517321	5	1	2	7	6	1	1	0	12761	28	0	37.0862 	0	0
